movieCd,image_url,userRating,link
20185881,https://ssl.pstatic.net/imgmovie/mdi/mit110/1773/177374_P100_112832.jpg,9.08,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177374
20177539,https://ssl.pstatic.net/imgmovie/mdi/mit110/1670/167099_P13_101134.jpg,7.23,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167099
20196723,https://ssl.pstatic.net/imgmovie/mdi/mit110/1822/182206_P12_121114.jpg,8.66,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182206
20180937,https://ssl.pstatic.net/imgmovie/mdi/mit110/1489/148909_P29_164758.jpg,8.76,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148909
20177282,https://ssl.pstatic.net/imgmovie/mdi/mit110/1709/170953_P08_140411.jpg,8.07,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170953
20176442,https://ssl.pstatic.net/imgmovie/mdi/mit110/1590/159070_P13_114738.jpg,3.84,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159070
20195743,https://ssl.pstatic.net/imgmovie/mdi/mit110/1819/181959_P11_114544.jpg,6.33,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181959
20195791,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167629_P17_105046.jpg,4.46,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167629
20186261,https://ssl.pstatic.net/imgmovie/mdi/mit110/1091/109193_P21_103935.jpg,9.24,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109193
20188282,https://ssl.pstatic.net/imgmovie/mdi/mit110/0667/66728_P38_102726.jpg,8.69,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66728
20195915,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181411_P02_101349.jpg,7.36,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181411
20020222,https://ssl.pstatic.net/imgmovie/mdi/mit110/0339/C3930-06.jpg,8.86,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33930
20185576,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181409_P30_100656.jpg,6.65,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181409
20184888,https://ssl.pstatic.net/imgmovie/mdi/mit110/1511/151151_P24_105029.jpg,8.15,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151151
20174169,https://ssl.pstatic.net/imgmovie/mdi/mit110/1690/169078_P66_101231.jpg,6.04,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169078
20180868,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164173_P45_171744.jpg,6.01,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164173
20162003,https://ssl.pstatic.net/imgmovie/mdi/mit110/0482/48233_P05_140218.jpg,8.27,https://movie.naver.com/movie/bi/mi/basic.nhn?code=48233
20185478,https://ssl.pstatic.net/imgmovie/mdi/mit110/1815/181554_P23_112202.jpg,8.74,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181554
20185444,https://ssl.pstatic.net/imgmovie/mdi/mit110/1254/125438_P06_114959.jpg,8.73,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125438
20184105,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167699_P40_175859.jpg,9.09,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167699
20185124,https://ssl.pstatic.net/imgmovie/mdi/mit110/1802/180220_P01_102406.jpg,9.30,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180220
20184896,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174830_P17_104205.jpg,9.60,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174830
20176251,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164172_P08_114039.jpg,8.18,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164172
20189463,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152632_P19_104759.jpg,8.66,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152632
20182544,https://ssl.pstatic.net/imgmovie/mdi/mit110/1898/189868_P01_174310.jpg,0.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189868
20186324,https://ssl.pstatic.net/imgmovie/mdi/mit110/1443/144318_P19_100103.jpg,9.31,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144318
20185485,https://ssl.pstatic.net/imgmovie/mdi/mit110/1564/156464_P49_182103.jpg,9.42,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156464
20189385,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168056_P10_100606.jpg,7.24,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168056
20180290,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168056_P10_100606.jpg,10.00,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151153
20183915,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180372_P16_101254.jpg,9.14,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180372
20182588,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172137_P12_134909.jpg,6.02,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172137
20186281,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164139_P12_153521.jpg,8.08,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164139
20170658,https://ssl.pstatic.net/imgmovie/mdi/mit110/1660/166092_P35_104446.jpg,5.20,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166092
